Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,43,1,1,0,1-2 Year,Yes,2630,124,98,0
Female,69,1,3,1,1-2 Year,No,35139,124,119,0
Female,57,1,15,1,1-2 Year,No,35844,14,221,0
Female,24,1,13,0,< 1 Year,Yes,27990,26,50,0
Female,35,1,28,0,1-2 Year,Yes,39551,152,151,0
Female,68,1,41,1,1-2 Year,No,33401,124,92,0
Male,46,1,8,0,1-2 Year,No,35183,155,68,0
Male,61,1,28,0,1-2 Year,Yes,38600,122,137,0
Male,60,1,47,0,1-2 Year,Yes,45105,124,95,0
Male,45,1,3,0,< 1 Year,No,2630,1,210,0
Male,45,1,8,0,1-2 Year,Yes,35549,124,141,0
Female,69,1,46,0,> 2 Years,Yes,33632,124,275,0
Male,24,1,32,0,< 1 Year,No,26332,152,129,0
Female,62,1,46,1,1-2 Year,No,27957,124,81,0
Male,67,1,15,1,1-2 Year,No,26785,124,71,0
Female,33,1,14,1,< 1 Year,No,53618,152,250,0
Female,69,1,8,1,1-2 Year,No,38433,7,241,0
Male,38,1,43,0,1-2 Year,Yes,2630,26,114,0
Male,61,1,48,1,1-2 Year,No,2630,26,96,0
Male,35,1,28,0,1-2 Year,No,49679,55,91,0
Male,55,1,42,0,1-2 Year,Yes,33953,26,90,0
Male,43,1,36,0,1-2 Year,Yes,26941,26,180,0
Female,41,1,8,0,> 2 Years,Yes,2630,26,216,0
Male,50,1,28,0,1-2 Year,Yes,39912,26,33,0
Female,39,1,46,0,1-2 Year,No,41452,124,51,0
Female,31,1,3,0,1-2 Year,Yes,23484,124,210,0
Male,35,1,19,0,1-2 Year,No,2630,156,252,0
Male,53,1,28,1,1-2 Year,No,44054,26,14,0
Female,23,1,23,0,< 1 Year,Yes,38907,152,206,0
Female,23,1,11,1,< 1 Year,No,33144,151,128,0
Female,24,1,13,1,< 1 Year,No,23676,152,40,0
Male,25,1,37,0,< 1 Year,Yes,26866,152,256,0
Female,22,1,8,0,< 1 Year,No,2630,152,189,0
Male,39,1,46,1,1-2 Year,No,28966,124,99,0
Female,21,1,8,0,< 1 Year,Yes,37502,160,83,0
Female,39,1,37,1,1-2 Year,No,29659,152,278,0
Male,21,1,29,0,< 1 Year,Yes,2630,152,216,0
Male,23,1,29,1,< 1 Year,No,35615,152,248,0
Male,27,1,36,1,< 1 Year,No,34090,152,227,0
Male,22,1,45,0,1-2 Year,Yes,38811,26,229,0
Female,23,1,10,0,< 1 Year,Yes,29059,151,271,0
Male,24,1,28,1,< 1 Year,No,40787,152,158,0
Male,32,1,29,1,< 1 Year,No,2630,152,176,0
Female,22,1,41,0,< 1 Year,No,2630,160,66,0
Male,57,1,8,0,1-2 Year,No,2630,124,38,0
Male,26,1,46,1,< 1 Year,No,2630,26,193,0
Male,47,1,47,0,1-2 Year,Yes,43230,26,195,0
Female,55,1,15,0,1-2 Year,Yes,39897,124,293,0
Female,23,1,8,1,< 1 Year,No,28794,151,253,0
Male,60,1,15,0,1-2 Year,Yes,37531,124,116,0
Female,34,1,46,0,1-2 Year,Yes,23551,26,296,0
Male,28,1,21,1,< 1 Year,No,28290,152,27,0
Male,45,1,3,1,1-2 Year,No,35343,26,68,0
Female,46,1,8,1,1-2 Year,No,36127,124,75,0
Male,36,1,28,1,1-2 Year,No,51619,151,159,0
Male,40,1,46,1,1-2 Year,No,2630,119,150,0
Female,35,1,28,0,1-2 Year,Yes,33342,154,157,0
Female,32,1,21,0,1-2 Year,Yes,2630,156,97,0
Male,77,1,46,0,1-2 Year,Yes,33625,94,37,0
Male,71,1,29,1,1-2 Year,No,60779,124,45,0
Female,37,1,28,0,1-2 Year,Yes,34869,29,46,0
Male,22,1,8,1,< 1 Year,No,2630,152,110,0
Female,25,1,15,1,< 1 Year,No,2630,156,146,0
Male,59,1,46,1,1-2 Year,No,42048,124,226,0
Female,65,1,47,0,1-2 Year,Yes,33315,26,276,0
Male,53,1,28,0,1-2 Year,Yes,39972,13,196,0
Female,29,1,8,1,1-2 Year,No,37842,154,170,0
Male,42,1,11,0,1-2 Year,Yes,40340,122,263,0
Male,48,1,28,1,1-2 Year,No,33692,26,219,0
Female,60,1,9,0,1-2 Year,Yes,2630,26,18,0
Male,65,1,3,1,1-2 Year,No,30933,26,291,0
Female,26,1,9,1,< 1 Year,No,32511,152,80,0
Male,32,1,2,0,< 1 Year,Yes,32167,154,171,0
Female,23,1,46,1,< 1 Year,No,33535,152,46,0
Male,75,1,28,1,1-2 Year,No,82682,13,151,0
Female,40,1,36,1,1-2 Year,No,55837,26,72,0
Female,25,1,28,1,< 1 Year,No,17330,152,236,0
Female,31,1,31,1,< 1 Year,No,2630,152,291,0
Male,22,1,41,0,< 1 Year,Yes,44584,152,101,0
Male,51,1,11,0,1-2 Year,Yes,2630,154,129,0
Male,46,1,28,0,1-2 Year,Yes,31774,26,224,0
Male,26,1,6,1,< 1 Year,No,17199,152,79,0
Male,50,1,28,1,1-2 Year,No,31530,37,63,0
Male,52,1,28,1,1-2 Year,No,49771,26,261,0
Male,44,1,3,0,1-2 Year,Yes,150468,124,154,0
Male,25,1,8,0,< 1 Year,Yes,41999,152,216,0
Male,42,1,28,1,1-2 Year,No,26531,124,153,0
Female,21,1,49,1,< 1 Year,No,2630,160,160,0
Female,43,1,33,1,1-2 Year,Yes,29407,26,86,0
Male,46,1,8,0,1-2 Year,Yes,33022,26,184,0
Female,26,1,28,1,< 1 Year,No,55042,152,61,0
Male,27,1,28,1,< 1 Year,No,69879,152,41,0
Male,21,1,33,0,< 1 Year,Yes,24670,124,195,0
Female,43,1,28,0,1-2 Year,No,2630,60,74,0
Male,26,1,8,1,< 1 Year,No,48025,152,163,0
Male,56,1,28,0,1-2 Year,Yes,54522,26,231,0
Male,44,1,7,0,1-2 Year,Yes,35310,124,272,0
Male,52,1,11,0,1-2 Year,No,21926,26,200,0
Female,24,1,36,0,< 1 Year,Yes,32869,152,38,0
Male,45,1,45,0,1-2 Year,No,19325,26,149,0
Male,21,1,28,0,1-2 Year,Yes,36528,154,108,0
Male,22,1,28,0,1-2 Year,Yes,2630,156,292,0
Female,68,1,28,1,1-2 Year,No,53971,26,161,0
Male,47,1,28,0,1-2 Year,Yes,31173,55,36,0
Male,21,1,46,1,< 1 Year,No,28134,160,71,0
Female,39,1,41,0,1-2 Year,Yes,36954,124,40,0
Female,45,1,28,0,1-2 Year,Yes,44563,26,281,0
Female,21,1,9,0,< 1 Year,Yes,29421,152,283,0
Male,22,1,16,1,< 1 Year,Yes,50863,160,271,0
Female,50,1,28,1,1-2 Year,No,43131,26,49,0
Male,32,1,30,1,< 1 Year,No,36773,152,222,0
Male,45,1,46,0,1-2 Year,Yes,25534,30,107,0
Male,61,1,28,1,1-2 Year,No,29665,26,283,0
Male,25,1,30,1,< 1 Year,No,24168,152,223,0
Female,25,1,15,1,< 1 Year,No,41491,152,153,0
Female,25,1,24,1,< 1 Year,No,44568,152,25,0
Male,35,1,8,1,1-2 Year,No,24671,152,220,0
Female,41,1,48,0,1-2 Year,No,2630,124,59,0
Male,80,1,41,1,1-2 Year,No,50687,124,151,0
Male,41,1,28,0,1-2 Year,Yes,50931,124,292,0
Female,52,1,46,1,1-2 Year,No,32099,119,215,0
Male,39,1,28,0,1-2 Year,Yes,39691,26,53,0
Female,29,1,35,1,< 1 Year,No,21174,152,81,0
Female,43,1,8,1,1-2 Year,No,34922,30,95,0
Male,36,1,28,1,1-2 Year,No,53018,124,161,0
Male,35,1,24,0,1-2 Year,Yes,40728,124,10,0
Female,23,1,8,1,< 1 Year,No,51380,160,134,0
Female,61,1,15,0,1-2 Year,Yes,26596,156,190,0
Female,48,1,28,0,1-2 Year,Yes,36783,124,234,0
Male,37,1,28,0,1-2 Year,Yes,47328,26,271,0
Female,24,1,30,1,< 1 Year,No,34500,152,33,0
Male,24,1,50,1,< 1 Year,No,32656,152,270,0
Male,25,1,8,1,< 1 Year,No,49596,152,64,0
Female,65,1,28,0,1-2 Year,Yes,34750,124,153,0
Female,40,1,28,1,1-2 Year,No,54238,52,196,0
Female,42,1,28,0,> 2 Years,Yes,2630,26,146,0
Male,42,1,41,0,1-2 Year,Yes,31776,157,139,0
Male,22,1,12,1,< 1 Year,No,28192,152,158,0
Male,71,1,28,0,1-2 Year,No,68362,124,175,0
Male,26,1,33,1,< 1 Year,No,32967,152,192,0
Male,67,1,28,1,1-2 Year,No,46289,26,181,0
Male,68,1,16,0,> 2 Years,Yes,30288,26,160,0
Female,67,1,8,1,1-2 Year,No,26786,7,94,0
Male,44,1,8,0,1-2 Year,Yes,38647,124,287,0
Male,33,1,28,0,1-2 Year,Yes,28985,26,122,0
Female,25,1,29,1,< 1 Year,No,22528,152,126,0
Female,66,1,41,0,1-2 Year,Yes,32634,136,81,0
Female,73,1,9,1,1-2 Year,No,33197,11,51,0
Male,24,1,9,1,< 1 Year,No,2630,152,267,0
Male,22,1,8,1,< 1 Year,No,32077,152,178,0
Male,58,1,33,0,1-2 Year,Yes,2630,26,198,0
Female,22,1,2,0,< 1 Year,Yes,2630,160,272,0
Male,31,1,28,0,1-2 Year,Yes,2630,154,193,0
Male,50,1,8,0,1-2 Year,Yes,45973,26,134,0
Male,33,1,45,1,< 1 Year,No,20280,152,295,0
Male,40,1,50,0,1-2 Year,Yes,37432,124,145,0
Male,20,1,17,0,< 1 Year,Yes,30618,160,151,0
Male,22,1,45,1,< 1 Year,No,32896,152,55,0
Male,62,1,50,0,1-2 Year,Yes,37429,64,107,0
Female,52,1,8,0,> 2 Years,Yes,72705,26,44,0
Male,53,1,28,0,> 2 Years,Yes,43135,26,255,0
Male,30,1,9,1,< 1 Year,No,33759,152,36,0
Male,37,1,8,0,1-2 Year,Yes,27632,26,202,0
Male,21,1,13,0,< 1 Year,Yes,27930,160,124,0
Male,29,1,41,0,< 1 Year,No,2630,1,139,0
Male,79,1,31,0,1-2 Year,Yes,2630,124,194,0
Male,52,1,28,0,> 2 Years,Yes,37449,26,252,0
Female,22,1,30,0,< 1 Year,Yes,35215,152,30,0
Female,56,1,28,0,1-2 Year,Yes,23658,124,131,0
Female,58,1,28,0,1-2 Year,Yes,44811,122,50,0
Female,25,1,26,0,< 1 Year,Yes,33333,152,257,0
Male,24,1,41,1,< 1 Year,No,24270,152,187,0
Female,75,1,39,1,1-2 Year,No,29306,124,116,0
Female,21,1,8,0,1-2 Year,Yes,45824,124,106,0
Male,56,1,28,0,1-2 Year,Yes,48443,124,18,0
Male,68,1,50,1,1-2 Year,No,38049,64,177,0
Male,26,1,8,1,< 1 Year,No,31985,152,207,0
Male,62,1,18,1,1-2 Year,No,25740,131,196,0
Female,47,1,8,0,1-2 Year,Yes,32779,26,158,0
Female,28,1,41,1,< 1 Year,No,29202,152,187,0
Female,26,1,41,1,< 1 Year,No,35960,152,36,0
Female,73,1,38,0,1-2 Year,Yes,2630,26,195,0
Male,36,1,25,1,1-2 Year,No,2630,26,46,0
Female,37,1,28,1,1-2 Year,No,38156,124,206,0
Male,46,1,45,1,1-2 Year,No,28550,124,280,0
Male,21,1,8,1,< 1 Year,No,37193,160,22,0
Male,21,1,28,0,< 1 Year,Yes,50477,152,213,0
Male,47,1,28,0,1-2 Year,Yes,44911,124,274,0
Male,21,1,3,0,1-2 Year,Yes,2630,156,61,0
Male,29,1,50,1,< 1 Year,No,48313,152,25,0
Female,70,1,28,1,1-2 Year,No,69856,26,129,0
Male,49,1,46,1,1-2 Year,No,24804,124,115,0
Female,23,1,33,1,< 1 Year,No,27818,152,203,0
Female,35,1,8,1,1-2 Year,No,39369,124,19,0
Male,75,1,24,1,1-2 Year,No,24139,125,57,0
Female,25,1,41,1,< 1 Year,No,32183,152,64,0
Female,22,1,27,0,< 1 Year,No,30028,153,33,0
Male,23,1,13,1,< 1 Year,No,2630,26,222,0
Male,56,1,36,0,1-2 Year,Yes,2630,26,92,0
Male,41,1,28,0,1-2 Year,Yes,29204,122,117,0
Male,33,1,30,1,< 1 Year,No,25232,152,68,0
Male,21,1,50,0,< 1 Year,No,35125,160,107,0
Female,41,1,28,0,1-2 Year,Yes,28451,26,256,0
Male,58,1,28,0,> 2 Years,Yes,39234,55,233,0
Male,57,1,28,0,1-2 Year,Yes,42784,124,212,0
Male,62,1,28,0,1-2 Year,Yes,34253,122,167,0
Female,38,1,28,0,1-2 Year,Yes,69856,55,20,0
Male,23,1,46,1,< 1 Year,No,27817,152,157,0
Female,22,1,29,1,< 1 Year,No,36699,152,261,0
Female,23,1,15,1,< 1 Year,No,2630,152,235,0
Male,51,1,2,0,1-2 Year,Yes,30476,26,95,0
Male,67,1,28,1,1-2 Year,No,65608,26,131,0
Male,30,1,30,0,1-2 Year,Yes,2630,157,40,0
Male,29,1,11,0,< 1 Year,Yes,34230,152,77,0
Female,53,1,28,0,1-2 Year,Yes,2630,26,165,0
Female,26,1,33,1,< 1 Year,No,38848,152,159,0
Male,22,1,32,0,< 1 Year,No,29876,152,162,0
Male,26,1,37,0,< 1 Year,Yes,2630,156,237,0
Male,29,1,14,1,< 1 Year,No,30355,152,258,0
Female,66,1,33,1,1-2 Year,No,30439,152,47,0
Male,48,1,8,0,1-2 Year,Yes,41576,4,225,0
Female,33,1,6,1,< 1 Year,No,31801,152,139,0
Female,24,1,11,1,< 1 Year,No,25707,160,293,0
Female,23,1,28,1,< 1 Year,No,44751,152,248,0
Female,23,1,2,1,< 1 Year,No,30538,152,112,0
Male,23,1,10,1,< 1 Year,No,25892,152,228,0
Female,65,1,28,0,1-2 Year,Yes,53070,124,94,0
Female,22,1,33,1,< 1 Year,No,33077,152,25,0
Female,25,1,28,1,< 1 Year,No,23935,152,179,0
Male,31,1,41,0,1-2 Year,Yes,2630,156,295,0
Male,59,1,11,0,1-2 Year,Yes,33707,26,37,0
Male,43,1,8,0,1-2 Year,Yes,38142,124,17,0
Male,24,1,30,0,< 1 Year,No,26124,152,92,0
Female,77,1,8,0,> 2 Years,Yes,102046,124,54,0
Male,57,1,45,0,1-2 Year,Yes,53514,124,241,0
Male,22,1,28,1,< 1 Year,No,22302,152,203,0
Female,80,1,46,0,1-2 Year,Yes,31045,11,86,0
Female,20,1,46,0,< 1 Year,Yes,27410,160,280,0
Male,29,1,11,1,< 1 Year,No,23028,152,168,0
Male,23,1,8,1,< 1 Year,No,66645,152,263,0
Female,49,1,28,0,1-2 Year,Yes,29545,124,216,0
Male,31,1,29,1,< 1 Year,No,26708,152,198,0
Male,52,1,1,0,1-2 Year,Yes,2630,124,56,0
Female,25,1,8,1,< 1 Year,No,37573,152,194,0
Female,28,1,28,1,< 1 Year,No,35703,152,78,0
Male,24,1,25,1,< 1 Year,No,58156,152,77,0
Female,21,1,8,0,< 1 Year,No,2630,152,201,0
Male,57,1,32,0,> 2 Years,Yes,2630,156,202,0
Male,43,1,45,0,1-2 Year,Yes,32124,163,178,0
Male,28,1,46,1,< 1 Year,No,29578,152,232,0
Male,50,1,31,1,1-2 Year,No,2630,148,55,0
Female,65,1,28,0,1-2 Year,Yes,32611,26,123,0
Male,54,1,28,0,1-2 Year,Yes,31588,26,89,0
Male,69,1,8,1,1-2 Year,No,39424,7,232,0
Female,24,1,28,0,1-2 Year,Yes,29541,157,30,0
Female,24,1,11,1,< 1 Year,No,33457,152,97,0
Male,39,1,28,1,1-2 Year,No,49155,124,58,0
Female,58,1,47,1,1-2 Year,No,41697,124,284,0
Female,28,1,6,1,< 1 Year,No,43913,152,247,0
Male,78,1,7,1,1-2 Year,No,2630,26,92,0
Male,23,1,36,1,< 1 Year,No,38047,152,87,0
Female,22,1,32,1,< 1 Year,No,21339,152,160,0
Female,20,1,37,0,< 1 Year,Yes,39451,160,124,0
Female,23,1,36,0,< 1 Year,Yes,34376,152,160,0
Female,29,1,41,1,< 1 Year,No,2630,153,132,0
Female,24,1,47,1,< 1 Year,No,37364,152,142,0
Female,27,1,11,1,< 1 Year,No,22717,152,100,0
Female,26,1,41,0,< 1 Year,No,36410,152,257,0
Female,43,1,28,1,1-2 Year,No,35489,26,145,0
Male,24,1,30,1,< 1 Year,No,22274,152,217,0
Male,22,1,41,1,< 1 Year,No,22961,152,269,0
Female,44,1,28,0,1-2 Year,No,65920,13,92,0
Male,62,1,36,0,1-2 Year,Yes,2630,156,112,0
Female,28,1,28,1,< 1 Year,No,73196,152,123,0
Male,24,1,8,1,< 1 Year,No,64179,152,27,0
Female,27,1,50,1,< 1 Year,No,50237,152,133,0
Female,39,1,28,0,1-2 Year,Yes,63796,26,12,0
Female,23,1,16,0,< 1 Year,No,20647,152,189,0
Female,24,1,29,1,< 1 Year,No,21680,152,52,0
Male,53,1,28,0,1-2 Year,Yes,35132,124,101,0
Male,26,1,6,1,< 1 Year,No,38824,152,299,0
Male,45,1,28,0,1-2 Year,Yes,38828,26,249,0
Male,57,1,28,1,1-2 Year,No,2630,124,169,0
Female,45,1,28,0,1-2 Year,Yes,40201,26,218,0
Female,23,1,35,0,< 1 Year,Yes,33755,124,19,0
Male,21,1,46,0,< 1 Year,No,33784,160,292,0
Male,68,1,43,0,1-2 Year,Yes,39393,124,248,0
Female,24,1,8,1,< 1 Year,No,52726,152,56,0
Female,27,1,28,1,< 1 Year,No,30441,26,79,0
Male,43,1,28,1,1-2 Year,No,36942,124,21,0
Male,20,1,30,0,1-2 Year,Yes,28710,26,289,0
Male,50,1,28,0,1-2 Year,Yes,24400,124,187,0
Male,36,1,28,1,1-2 Year,No,37829,124,62,0
Male,51,1,28,0,1-2 Year,No,34873,152,193,0
Male,25,1,29,1,< 1 Year,No,26066,152,15,0
Female,56,1,48,1,1-2 Year,No,2630,26,76,0
Female,24,1,2,1,< 1 Year,No,2630,160,170,0
Male,22,1,25,1,< 1 Year,No,29485,152,290,0
Female,52,1,28,1,1-2 Year,No,2630,26,186,0
Male,69,1,28,0,> 2 Years,Yes,63405,26,114,0
Male,23,1,11,1,< 1 Year,No,2630,152,253,0
Female,54,1,28,1,1-2 Year,No,36840,26,193,0
Male,42,1,8,1,1-2 Year,No,44533,7,105,0
Male,30,1,30,1,< 1 Year,No,43866,151,48,0
Female,55,1,48,0,1-2 Year,Yes,2630,124,27,0
Male,48,1,26,0,1-2 Year,Yes,38050,4,44,0
Male,43,1,8,0,1-2 Year,Yes,2630,124,135,0
Female,29,1,28,1,1-2 Year,No,40778,26,147,0
Male,58,1,35,1,1-2 Year,No,2630,10,117,0
Female,28,1,46,1,< 1 Year,No,25127,152,121,0
Female,68,1,37,0,1-2 Year,Yes,2630,124,22,0
Male,58,1,18,1,1-2 Year,No,2630,124,31,0
Male,43,1,28,0,1-2 Year,Yes,2630,157,33,0
Female,23,1,29,1,< 1 Year,No,32287,152,14,0
Female,27,1,14,1,< 1 Year,No,23576,152,72,0
Male,54,1,34,0,1-2 Year,Yes,28352,124,138,0
Male,26,1,41,1,< 1 Year,No,40196,152,51,0
Male,34,1,28,1,1-2 Year,No,48209,125,179,0
Male,22,1,14,1,< 1 Year,No,27118,152,281,0
Male,28,1,45,1,< 1 Year,No,2630,152,151,0
Male,66,1,28,1,1-2 Year,No,31710,61,105,0
Female,24,1,11,1,< 1 Year,Yes,27415,152,243,0
Female,24,1,36,1,< 1 Year,No,38711,152,42,0
Female,22,1,46,1,< 1 Year,No,27063,152,149,0
Female,36,1,46,0,1-2 Year,Yes,29004,124,181,0
Female,25,1,46,0,< 1 Year,Yes,25891,26,197,0
Male,58,1,28,0,1-2 Year,Yes,62343,116,299,0
Male,40,1,28,1,1-2 Year,No,37945,26,107,0
Female,25,1,45,1,< 1 Year,No,30007,152,82,0
Female,22,1,27,0,< 1 Year,No,2630,152,194,0
Male,36,1,28,0,1-2 Year,No,74545,154,237,0
Male,30,1,18,1,< 1 Year,No,29114,152,283,0
Female,41,1,28,0,1-2 Year,Yes,28158,26,166,0
Male,57,1,28,0,1-2 Year,Yes,30087,124,144,0
Male,46,1,45,0,1-2 Year,Yes,22548,124,185,0
Male,40,1,30,1,1-2 Year,No,2630,152,155,0
Male,47,1,28,1,1-2 Year,No,82307,26,46,0
Male,37,1,2,0,1-2 Year,Yes,28629,124,139,0
Female,22,1,11,1,< 1 Year,No,30781,152,35,0
Female,42,1,28,1,1-2 Year,Yes,2630,124,120,0
Male,52,1,47,0,1-2 Year,Yes,2630,16,46,0
Male,23,1,36,1,< 1 Year,No,2630,152,101,0
Male,28,1,30,1,< 1 Year,No,42341,152,40,0
Male,41,1,30,1,1-2 Year,No,25253,160,130,0
Male,23,1,36,1,< 1 Year,No,40716,152,26,0
Female,25,1,14,0,< 1 Year,Yes,33931,152,152,0
Male,46,1,28,1,1-2 Year,No,2630,26,182,0
Female,24,1,28,1,< 1 Year,No,51073,26,277,0
Female,56,1,28,0,1-2 Year,Yes,53117,124,108,0
Male,72,1,28,0,1-2 Year,Yes,49447,55,265,0
Female,42,1,28,0,1-2 Year,Yes,22157,29,103,0
Male,39,1,48,1,1-2 Year,No,2630,154,185,0
Male,48,1,8,0,1-2 Year,No,24428,26,15,0
Female,71,1,24,1,1-2 Year,No,39168,145,23,0
Female,26,1,47,1,< 1 Year,No,2630,152,296,0
Male,40,1,46,1,1-2 Year,No,25546,156,110,0
Male,24,1,50,0,< 1 Year,No,38228,152,84,0
Female,26,1,8,1,< 1 Year,No,36912,152,79,0
Female,24,1,14,1,< 1 Year,No,32002,152,297,0
Female,47,1,45,1,1-2 Year,No,34528,152,288,0
Female,66,1,29,0,1-2 Year,Yes,29187,124,109,0
Male,25,1,10,1,< 1 Year,No,25968,152,79,0
Female,25,1,13,1,< 1 Year,No,20264,152,28,0
Male,26,1,14,1,< 1 Year,No,27977,124,57,0
Male,37,1,6,1,1-2 Year,No,2630,160,133,0
Female,22,1,15,0,< 1 Year,Yes,21930,152,52,0
Female,60,1,28,0,1-2 Year,Yes,37837,26,274,0
Male,46,1,19,0,1-2 Year,Yes,40937,26,277,0
Female,24,1,25,1,< 1 Year,No,28737,152,233,0
Male,22,1,46,0,< 1 Year,Yes,55079,160,28,0
Female,77,1,39,0,> 2 Years,Yes,45386,26,84,0
Female,40,1,33,0,1-2 Year,Yes,2630,156,197,0
Male,25,1,46,1,< 1 Year,No,34582,152,197,0
Male,49,1,41,1,1-2 Year,Yes,31431,26,10,0
Male,76,1,8,0,1-2 Year,Yes,47589,26,142,0
Male,65,1,29,1,1-2 Year,No,2630,124,19,0
Male,47,1,32,0,1-2 Year,Yes,26045,124,268,0
Female,33,1,15,1,< 1 Year,No,41396,152,144,0
Male,79,1,48,0,1-2 Year,Yes,2630,124,16,0
Female,46,1,46,0,1-2 Year,Yes,2630,26,199,0
Male,24,1,14,1,< 1 Year,No,26006,152,108,0
Female,38,1,41,0,1-2 Year,Yes,2630,124,200,0
Male,44,1,8,0,> 2 Years,Yes,64830,124,122,0
Male,20,1,8,0,< 1 Year,No,42880,160,232,0
Male,58,1,28,0,> 2 Years,Yes,2630,124,240,0
Female,71,1,28,0,1-2 Year,Yes,85670,124,298,0
Female,24,1,46,1,< 1 Year,No,2630,152,246,0
Female,25,1,11,1,< 1 Year,No,29811,152,251,0
Male,25,1,31,0,< 1 Year,No,2630,152,126,0
Female,28,1,15,1,< 1 Year,No,41390,152,186,0
Female,41,1,47,0,1-2 Year,Yes,34890,157,144,0
Male,23,1,25,1,< 1 Year,No,2630,152,12,0
Male,54,1,18,0,1-2 Year,Yes,34234,26,277,0
Female,70,1,28,0,1-2 Year,No,37707,26,241,0
Female,52,1,28,0,1-2 Year,Yes,31971,124,33,0
Male,33,1,27,0,1-2 Year,Yes,2630,157,190,0
Male,40,1,30,0,1-2 Year,Yes,22327,124,230,0
Female,29,1,27,0,1-2 Year,Yes,2630,157,119,0
Female,62,1,28,1,1-2 Year,No,2630,157,161,0
Male,22,1,50,1,< 1 Year,No,44823,152,208,0
Male,26,1,28,1,< 1 Year,No,44840,152,16,0
Female,21,1,40,0,< 1 Year,Yes,35998,152,260,0
Female,28,1,41,1,< 1 Year,No,27299,152,16,0
Male,44,1,28,0,1-2 Year,No,31213,26,96,0
Male,51,1,28,0,1-2 Year,No,49820,26,187,0
Male,26,1,6,1,< 1 Year,No,24564,152,175,0
Male,22,1,3,0,< 1 Year,Yes,30451,160,11,0
Female,27,1,37,1,< 1 Year,No,38729,152,168,0
Female,34,1,15,1,1-2 Year,No,28194,152,57,0
Male,21,1,47,1,< 1 Year,No,33368,152,117,0
Male,24,1,28,1,1-2 Year,No,34713,26,223,0
Female,49,1,28,1,1-2 Year,No,48368,26,185,0
Male,40,1,50,0,1-2 Year,Yes,28959,124,88,0
Male,60,1,17,1,1-2 Year,Yes,36884,124,58,0
Female,26,1,33,1,< 1 Year,No,2630,160,35,0
Male,57,1,28,0,1-2 Year,Yes,40434,26,15,0
Male,29,1,3,1,1-2 Year,No,17319,157,144,0
Female,27,1,8,1,< 1 Year,No,26913,152,290,0
Male,26,1,46,0,1-2 Year,Yes,2630,26,258,0
Female,57,1,7,1,1-2 Year,No,2630,26,235,0
Male,74,1,46,1,1-2 Year,No,2630,122,197,0
Male,24,1,8,1,< 1 Year,No,34786,152,75,0
Female,23,1,36,0,< 1 Year,Yes,52981,160,291,0
Male,46,1,43,0,1-2 Year,Yes,19228,26,277,0
Male,24,1,9,0,< 1 Year,Yes,2630,124,36,0
Male,23,1,15,1,< 1 Year,No,29118,26,161,0
Male,31,1,28,0,< 1 Year,No,52967,152,200,0
Female,25,1,28,0,< 1 Year,Yes,37919,122,198,0
Female,39,1,28,0,1-2 Year,Yes,62769,3,103,0
Male,21,1,46,0,< 1 Year,Yes,36297,160,126,0
Female,54,1,41,1,1-2 Year,No,34593,26,37,0
Female,20,1,46,1,< 1 Year,No,23394,160,281,0
Male,30,1,8,1,< 1 Year,No,33297,160,59,0
Male,73,1,5,1,1-2 Year,No,2630,124,110,0
Female,69,1,28,0,1-2 Year,Yes,40619,154,273,0
Female,32,1,28,0,< 1 Year,Yes,30621,152,34,0
Female,41,1,28,0,1-2 Year,Yes,56328,26,21,0
Male,51,1,3,0,< 1 Year,No,2630,1,140,0
Female,34,1,18,1,1-2 Year,No,2630,124,85,0
Male,32,1,30,1,< 1 Year,No,32624,152,149,0
Female,26,1,35,1,< 1 Year,No,27357,152,220,0
Female,24,1,21,1,< 1 Year,No,25333,152,229,0
Female,21,1,15,0,< 1 Year,Yes,31071,160,267,0
Female,24,1,41,0,< 1 Year,Yes,2630,156,214,0
Male,56,1,28,0,1-2 Year,Yes,31560,26,143,0
Male,24,1,35,1,< 1 Year,No,28292,152,130,0
Female,25,1,25,1,< 1 Year,No,24083,152,235,0
Female,24,1,50,1,< 1 Year,No,51280,152,153,0
Male,25,1,44,1,< 1 Year,No,32708,152,167,0
Male,21,1,32,1,< 1 Year,No,36621,152,159,0
Female,20,1,46,1,< 1 Year,No,38046,160,273,0
Male,77,1,28,0,1-2 Year,Yes,21290,124,51,0
Male,53,1,4,0,1-2 Year,No,30082,124,269,0
Female,61,1,46,0,1-2 Year,Yes,28916,124,112,0
Male,54,1,33,0,1-2 Year,Yes,31826,124,54,0
Male,50,1,28,1,1-2 Year,No,41964,152,138,0
Male,27,1,3,1,< 1 Year,No,22436,152,293,0
Male,23,1,8,1,< 1 Year,No,37071,152,259,0
Male,43,1,28,0,1-2 Year,Yes,2630,124,152,0
Male,27,1,15,1,< 1 Year,No,39586,152,105,0
Male,48,1,46,1,1-2 Year,No,26998,124,261,0
Male,43,1,28,1,1-2 Year,No,41842,26,98,0
Female,23,1,16,1,< 1 Year,No,30682,152,151,0
Male,33,1,28,0,< 1 Year,Yes,2630,152,269,0
Female,46,1,28,0,1-2 Year,Yes,50208,26,203,0
Female,44,1,28,0,1-2 Year,Yes,41946,26,225,0
